TICKER,Date,Open,High,Low,Close,Adj Close,Volume,H-L,C-O,7 DAYS MA,14 DAYS MA,21 DAYS MA,7 DAYS STD DEV,Next Day Close
EXCL.JK,2019-04-26,2830,2910,2820,2870,2756.186523,7321000,90,40,2845.714286,2756.428571,2728.095238,53.80741673,2900
EXCL.JK,2019-04-29,2870,2950,2870,2900,2784.996826,12936000,80,30,2861.428571,2780.714286,2737.142857,38.48314411,2920
EXCL.JK,2019-04-30,2900,2930,2870,2920,2804.203613,9537500,60,20,2868.571429,2805.714286,2747.619048,40.59087395,2920
EXCL.JK,2019-05-01,2920,2920,2920,2920,2804.203613,0,0,0,2878.571429,2830,2757.619048,43.75255095,2780
EXCL.JK,2019-05-02,2920,2920,2760,2780,2669.755371,11696900,160,-140,2895.714286,2847.857143,2769.047619,28.78491669,2780
EXCL.JK,2019-05-03,2800,2810,2640,2780,2669.755371,14894300,170,-20,2874.285714,2845.714286,2773.809524,48.25527358,2850
EXCL.JK,2019-05-06,2800,2880,2700,2850,2736.979492,21344400,180,50,2861.428571,2846.428571,2780.952381,60.11892975,2980
EXCL.JK,2019-05-07,2900,3070,2900,2980,2861.824219,43528900,170,80,2860,2852.857143,2790.952381,60.27713773,2960
EXCL.JK,2019-05-08,2970,3040,2940,2960,2842.617432,12287700,100,-10,2875.714286,2868.571429,2812.380952,75.68732674,2960
EXCL.JK,2019-05-09,2950,3020,2930,2960,2842.617432,11767700,90,10,2884.285714,2876.428571,2831.904762,82.02786983,2930
EXCL.JK,2019-05-10,2970,3000,2840,2930,2813.807129,15030400,160,-40,2890,2884.285714,2850,86.21678104,2760
EXCL.JK,2019-05-13,2940,2950,2720,2760,2650.548828,14260300,230,-180,2891.428571,2893.571429,2862.380952,86.87703406,2770
EXCL.JK,2019-05-14,2720,2810,2690,2770,2660.1521,15250000,120,50,2888.571429,2881.428571,2860,91.36530549,2650
EXCL.JK,2019-05-15,2780,2810,2530,2650,2544.910645,14982700,280,-130,2887.142857,2874.285714,2860,93.40133577,2560
EXCL.JK,2019-05-16,2650,2670,2550,2560,2458.47998,6731200,120,-90,2858.571429,2859.285714,2854.761905,130.0549334,2540
EXCL.JK,2019-05-17,2560,2600,2420,2540,2439.272949,7490000,180,-20,2798.571429,2837.142857,2845.238095,158.4748741,2650
EXCL.JK,2019-05-20,2520,2730,2450,2650,2544.910645,9392800,280,130,2738.571429,2811.428571,2830.47619,166.4760815,2670
EXCL.JK,2019-05-21,2650,2720,2620,2670,2564.11792,5280300,100,20,2694.285714,2792.142857,2820.952381,136.2420815,2640
EXCL.JK,2019-05-22,2670,2680,2580,2640,2535.307373,2000400,100,-30,2657.142857,2774.285714,2814.761905,88.26367424,2740
EXCL.JK,2019-05-23,2680,2790,2610,2740,2631.341553,10154800,180,60,2640,2764.285714,2800.952381,75.71877794,2790
EXCL.JK,2019-05-24,2760,2850,2740,2790,2679.359131,7215000,110,30,2635.714286,2761.428571,2794.761905,67.54187414,2810
EXCL.JK,2019-05-27,2830,2880,2810,2810,2698.565674,9575700,70,-20,2655.714286,2757.142857,2791.428571,89.60229589,2790
EXCL.JK,2019-05-28,2850,2860,2740,2790,2679.359131,4355000,120,-60,2691.428571,2745,2788.571429,94.76788687,2900
EXCL.JK,2019-05-29,2790,2920,2790,2900,2784.996826,9654100,130,110,2727.142857,2732.857143,2783.333333,72.73565969,2900
